id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,group
c00,0.1257302210933933,-0.1321048632913019,0.6404226504432821,0.10490011715303971,-0.535669373161111,0.36159505490948474,1.3040000451301372,0.9470809631292422,-0.7037352358069926,-1.2654214710460525,-0.6232744625373522,0.0413259793472436,-2.3250307746388343,-0.21879166393254573,-1.2459109472530652,-0.7322673547034516,-0.5442589828573099,-0.31630015636915454,0.4116305363741328,1.0425133694426776,the
c01,-0.12853466294403426,1.3664634705496859,-0.6651946734866135,0.3515100700930197,0.9034701816518086,0.09401229776087457,-0.7434992493538084,-0.9217253762584194,-0.45772582566733916,0.2201951234700494,-1.009618183538736,-0.20917557487171307,-0.15922500991447772,0.5408455846858077,0.2146591225063409,0.3553727090399214,-0.6538286094183394,-0.12961363369276946,0.7839754700613295,1.4934311452207607,low
c02,-1.2590655321041202,1.5139237747390626,1.3458754237823045,0.7813114007004275,0.2644556303293035,-0.3139228145364278,1.4580206835369587,1.9602583164499647,1.801634869866125,1.31510376473437,0.357380410658956,-1.2083186322821715,-0.004454133120083229,0.6564749350763358,-1.2883614637495544,0.39512206018200824,0.42986369482223,0.6960427239628685,-1.184117966757189,-0.6617025720390349,low
c03,-0.43643524714322124,-1.169801907772864,1.739367877130134,-0.4959107284421519,0.3289696294602021,,1.5834728788021222,1.3203609870818391,0.6333526228249152,-2.2035098806466507,0.05202897425988651,0.6836861907765345,1.0039615758421696,-0.6179070447076008,1.8220113633283233,-1.3204309700132935,-0.6615280218152191,0.9350499881140221,0.049054613825311656,2.002392583645255,strong
c04,0.18851919251246557,-0.6331940901922267,-0.37756350523280824,-1.0911461176191954,-1.277680166386608,0.6304114907682319,0.5811658124128057,1.294558819441117,-0.7546057912599311,1.689107452443673,-0.2873877078086663,1.5744082788445868,-0.4327858471825968,-0.735483292342275,0.24978537155866684,1.0314530848694723,0.16100957671534466,-0.5855288241233366,-1.341219714076669,-1.401520214917428,strong
c05,0.5026828498748657,0.989713033285805,-0.1642945926252907,-1.0743648582284346,0.8730421526217066,-1.2803939447145731,-0.7130680950592722,0.6210178535400985,-2.2501411735745918,0.38636959756630584,-0.5816408364095031,0.10927969747781388,-0.07570152622082311,0.20211439504395987,0.6941719367070082,-0.7583697508984092,1.4209820223119163,0.726093788947765,0.843732662303268,1.1648639811110282,low
c06,0.7875882217058694,0.844078680578592,0.07559361074288512,-1.4267738509897323,-0.13504510003701392,-0.7695146401767057,-1.4227417685154136,0.25845279091298756,-0.5685494541476426,-1.0298044380114637,-1.0430010800715654,0.26841707970891465,0.35867194917034445,1.3224574697668332,-0.013914668524093734,1.0418397592128221,1.4022648267725224,1.1501656361496921,-2.3653039062769743,1.228683719203421,strong
c07,0.33962000824864264,0.42377135285334727,0.37122741773625884,0.3827571602707609,0.3194142202523809,-0.35891330853862047,-1.9016352983759945,-0.10891472790742324,-0.8037318485206766,1.0801634125378852,-0.2887665059953775,0.08347535610700986,-0.8496059556101431,-0.5106224678981267,-0.011533061686586776,-1.4853751842635452,0.3006851142946058,-0.10607225344775092,-1.1857198050052338,-2.3982328653977714,strong
c08,0.513052133880305,-0.29758403894333035,-0.5300084132181584,-0.23615462985294203,1.816475940881144,-0.049800969059643194,0.08661926298854213,-1.487072869675398,1.6473390663560998,0.9174879834442943,1.066934867005179,0.0476727312116796,0.9166547888245957,0.37094683509441023,0.6131890778590062,-0.1521929584082903,-1.473887948041959,1.028854347803183,-1.934959636609707,-0.23993667125803605,strong
c09,-0.20452248839966083,-1.0428601409845046,0.6131231363365798,-0.20032970140956835,-0.4368683255972816,0.5198417309776412,-0.47657904055841377,1.3889799748383085,0.35145507618731386,-0.47433298683443925,-1.9442649759855442,-1.3077531969011476,1.0868307847683634,-0.050604063111342405,-0.2831250656795347,1.643251614242697,-1.2826492440738984,-0.5856577998413593,-0.47258767675848407,0.5863372815313004,strong
c10,-0.663535198304047,-0.6134178486140281,-1.6051493968851136,0.7293494040178566,0.8061393585150219,-0.476376747401162,0.16333994554129863,-1.2926461227593415,-0.4718131547409021,1.377950952722521,0.13573073406713437,2.310363486795888,-0.7871927421571577,0.5802844167243075,-0.19550582783310236,0.5658178468280931,-0.0072113596587564995,-0.5611981104091591,-0.8676167643217026,3.0660367390488967,low
c11,-0.07734505972421603,-2.016660690233245,-0.6486006079033346,0.6780397271239971,-0.5000084331847482,1.3604462024852575,1.0023982728439578,-0.1523386358242358,-0.47221594277604334,-1.0048010070276965,-0.6999665423133247,-1.473143074665625,1.2043962915330844,1.5907007871260619,-1.256138069727733,-1.1816829756864633,-1.768511857086917,-0.963854230732174,-3.1063368012832915,-1.1422789566319196,the
c12,1.2969153998005238,-0.345672529464465,0.8545842348534083,-0.4889690638420449,1.760667296993123,0.19921798301385701,-0.3820022921434805,2.552424025371081,-0.3244718562854392,-1.2212233497261362,0.2019100019601099,-0.03883503855807973,1.066324553166257,-0.9216339244978112,0.8047169314794976,0.8527484705742913,-0.6676872919350705,0.16324400572267767,-0.8307519568543374,2.3458080738406677,strong
c13,-0.7041395622801669,-0.4530744436687142,-1.0658380219633747,-0.3461212751731734,-0.005876026696904225,0.7677891353446865,-0.6104866460656994,-0.1857739586715857,-1.416489366414042,-0.8274022267661552,2.755807558275951,1.0412431916947957,-0.7814240416773149,-1.3373972415282913,-0.9755828305996581,-0.02169085951373511,0.034727788359190326,-0.7443606009308561,-1.2865744667376442,1.4223785052484463,the
